name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,39000,79000,0,30000,148000,7.3,5.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,34,420,Day 1 Studios,6.004845815
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,50000,90000,0,20000,160000,5.5,5.6,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,8,12,Ubisoft Montpellier,5.56
DiRT 3,PC,2011,Racing,Codemasters,0,128000,0,30000,158000,8.4,6.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,23,433,Codemasters,6.975657895
de Blob 2,X360,2011,Platform,THQ,100000,40000,0,10000,150000,7.6,7.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,54,23,Blue Tongue Entertainment,7.54025974
Thor: God of Thunder,Weii,2011,Action,Sega,100000,40000,0,10000,150000,5.6,8.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,14,9,Red Fly Studio,6.539130435
Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,91000,40000,0,10000,141000,4.3,5.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,11,Namco Bandai Games,4.8
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0,0,152000,0,152000,6.5,7.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,19,39,"Image Epoch, Imageepoch",6.903448276
Terraria,PC,2011,Action,Unknown,0,130000,0,10000,140000,8.3,8.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,29,1613,Re-Logic,8.496467722
Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,88000,30000,10000,10000,138000,8.3,7.8,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,29,72,Nicalis,7.943564356
Thor: God of Thunder,X360,2011,Action,Sega,91000,40000,0,10000,141000,3.8,5.6,T,465077077.0,776897830.0,127833000.0,72444229318.0,40,22,Liquid Entertainment,4.438709677
Thor: God of Thunder,PS3,2011,Action,Sega,69000,51000,0,20000,140000,3.9,4.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,35,19,Liquid Entertainment,4.075925926
Top Spin 4,Weii,2011,Sports,Take-Two Interactive,40000,80000,0,20000,140000,5.4,7.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,8,7,2K Games,6.286666667
Virtua Tennis 4,Weii,2011,Sports,Sega,50000,80000,0,10000,140000,6.5,7.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,15,4,Sega,6.731578947
NCIS,X360,2011,Adventure,Ubisoft,101000,20000,0,10000,131000,3.5,4.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,11,7,Ubisoft,3.966666667
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,90000,39000,0,10000,139000,7.6,7.7,E,465077077.0,776897830.0,127833000.0,72444229318.0,21,24,Gaijin Games,7.653333333
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,101000,20000,0,10000,131000,2.6,2.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,4,20,Panic Button,2.266666667
F1 2011,PSV,2011,Racing,Codemasters,30000,71000,10000,20000,131000,6.5,6.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,27,25,Codemasters,6.355769231
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,92000,30000,0,10000,132000,4.2,3.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,6,7,Griptonite Games,4.038461538
Rango: The Video Game,X360,2011,Action,Electronic Arts,60000,61000,0,10000,131000,6.9,7.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,25,9,Behaviour Interactive,7.164705882
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,71000,40000,0,10000,121000,5.9,7.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,17,23,Double Helix Games,6.6475
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,112000,0,0,10000,122000,6.6,6.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,5,8,SCEE,6.723076923
Blackwater,X360,2011,Shooter,505 Games,88000,20000,0,10000,118000,3.6,4.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,12,14,Zombie Studios,4.084615385
Thor: God of Thunder,DS,2011,Action,Sega,81000,30000,0,10000,121000,6.4,7.2,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,18,9,WayForward,6.666666667
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,71000,29000,0,20000,120000,7.0,7.5,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,41,51,Bandai Namco Games,7.277173913
NCIS,PS3,2011,Adventure,Ubisoft,69000,40000,0,20000,129000,5.0,4.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,4,4,Ubisoft,4.5
Supremacy MMA,PS3,2011,Fighting,505 Games,69000,30000,0,20000,119000,4.6,6.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,17,4,Kung Fu Factory,4.961904762
Conduit 2,Weii,2011,Shooter,Sega,70000,41000,0,10000,121000,6.3,7.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,51,60,High Voltage Software,7.056756757
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,101000,0,20000,121000,7.4,8.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,29,559,Spicy Horse,8.255612245
Spider-Man: Edge of Time,3DS,2011,Action,Activision,81000,30000,0,10000,121000,5.0,6.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,7,12,Beenox,5.884210526
Darkspore,PC,2011,Role-Playing,Electronic Arts,71000,30000,0,10000,111000,6.6,6.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,52,133,Maxis,6.240540541
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,79000,30000,0,10000,119000,2.1,4.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,5,25,Ubisoft,4.433333333
de Blob 2,DS,2011,Platform,THQ,79000,20000,0,10000,109000,7.4,8.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,6,Halfbrick Studios,7.682352941
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,50000,49000,0,10000,109000,5.1,3.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,12,126,Ubisoft,3.365217391
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,70000,30000,0,10000,110000,4.1,3.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,7,7,Trickstar Games,3.6
Bodycount,PS3,2011,Shooter,Codemasters,49000,51000,0,20000,120000,5.1,3.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,40,28,Guildford Studio,4.441176471
Bodycount,X360,2011,Shooter,Codemasters,70000,30000,0,10000,110000,5.3,4.7,M,465077077.0,776897830.0,127833000.0,72444229318.0,61,73,Guildford Studio,4.973134328
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,89000,10000,0,10000,109000,4.7,3.5,E,465077077.0,776897830.0,127833000.0,72444229318.0,10,6,Blitz Games,4.25
Sonic Generations,PC,2011,Platform,Sega,20000,69000,0,20000,109000,7.8,8.4,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,337,Sega,8.381034483
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,99000,0,0,10000,109000,4.8,5.3,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,4,6,Ubisoft,5.1
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,90000,0,0,10000,100000,6.6,7.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,5,8,Crave,7.092307692
X-Men: Destiny,Weii,2011,Action,Activision,69000,20000,0,10000,99000,3.6,4.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,10,15,Silicon Knights,4.14
Thor: God of Thunder,3DS,2011,Action,Sega,61000,30000,0,10000,101000,5.5,4.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,10,5,Red Fly Studio,5.1
Cubic Ninja,3DS,2011,Platform,Ubisoft,50000,40000,0,10000,100000,5.1,6.0,E,465077077.0,776897830.0,127833000.0,72444229318.0,15,14,AQ Interactive,5.534482759
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,69000,20000,0,10000,99000,5.8,5.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,16,28,Papaya Studios,5.863636364
Rio,X360,2011,Misc,THQ,49000,30000,0,10000,89000,5.9,7.1,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,16,7,Eurocom Entertainment Software,6.265217391
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0,39000,39000,10000,88000,8.0,6.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,36,114,Capcom,6.708
MindJack,X360,2011,Shooter,Square Enix,69000,20000,0,10000,99000,4.3,1.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,42,116,FeelPlus,2.024050633
Winter Stars,X360,2011,Sports,Deep Silver,51000,30000,0,10000,91000,4.7,6.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,9,4,49Games,5.284615385
Army Corps of Hell,PSV,2011,Action,Square Enix,40000,39000,0,20000,99000,5.7,6.6,M,465077077.0,776897830.0,127833000.0,72444229318.0,43,28,"Entersphere, Inc.",6.054929577
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,81000,0,0,10000,91000,6.5,8.8,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,5,8,Isopod Labs,7.915384615
Driver: Renegade,3DS,2011,Racing,Ubisoft,51000,40000,0,10000,101000,4.8,5.0,M,465077077.0,776897830.0,127833000.0,72444229318.0,13,20,Ubisoft,4.921212121
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,40000,30000,0,20000,90000,5.8,5.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,27,19,Ubisoft,5.758695652
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,60000,20000,0,10000,90000,4.5,4.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,5,8,Trickstar Games,4.5
Spider-Man: Edge of Time,Weii,2011,Action,Activision,59000,20000,0,10000,89000,6.3,5.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,9,6,Beenox,5.82
Red Faction: Armageddon,PC,2011,Shooter,THQ,50000,20000,0,10000,80000,7.5,6.6,M,465077077.0,776897830.0,127833000.0,72444229318.0,29,273,Volition Inc.,6.686423841
BIT.TRIP COMPLETE,Weii,2011,Misc,Rising Star Games,60000,20000,0,10000,90000,8.3,8.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,19,18,Gaijin Games,8.445945946
Puss in Boots,PS3,2011,Action,THQ,69000,10000,0,10000,89000,6.9,6.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,4,4,THQ,6.9
Nano Assault,3DS,2011,Shooter,Majesco Entertainment,80000,0,0,10000,90000,7.5,7.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,8,18,Shin'en,7.638461538
Captain America: Super Soldier,3DS,2011,Action,Sega,50000,20000,0,10000,80000,5.1,4.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,9,6,High Voltage Software,5.02
Knights Contract,PS3,2011,Action,Namco Bandai Games,41000,30000,0,10000,81000,5.1,6.0,M,465077077.0,776897830.0,127833000.0,72444229318.0,37,8,Game Republic,5.26
Supremacy MMA,X360,2011,Fighting,505 Games,49000,20000,0,10000,79000,4.8,6.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,17,11,Kung Fu Factory,5.389285714
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,60000,10000,0,10000,80000,7.4,6.0,E,465077077.0,776897830.0,127833000.0,72444229318.0,5,16,Visual Concepts,6.333333333
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,60000,0,20000,80000,7.9,7.8,M,465077077.0,776897830.0,127833000.0,72444229318.0,52,235,Relic,7.818118467
Knights Contract,X360,2011,Action,Namco Bandai Games,51000,30000,0,10000,91000,5.0,5.7,M,465077077.0,776897830.0,127833000.0,72444229318.0,41,16,Game Republic,5.196491228
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,71000,0,0,10000,81000,6.7,6.8,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,5,4,Isopod Labs,6.744444444
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,10000,41000,0,10000,61000,6.7,4.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,25,103,Codemasters,5.2515625
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,30000,39000,0,69000,7.9,6.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,44,85,Capcom,6.845736434
Top Gun,PS3,2011,Simulation,505 Games,60000,0,0,10000,70000,4.9,4.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,25,5,Doublesix,4.816666667
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,10000,50000,0,10000,70000,6.1,5.7,E,465077077.0,776897830.0,127833000.0,72444229318.0,18,95,Monte Cristo Multimedia,5.763716814
Monster Tale,DS,2011,Platform,Majesco Entertainment,61000,0,0,0,61000,7.9,7.8,E,465077077.0,776897830.0,127833000.0,72444229318.0,15,15,DreamRift,7.85
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,10000,39000,0,10000,59000,7.1,5.5,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,44,186,Gas Powered Games,5.806086957
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,51000,0,10000,61000,7.4,7.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,30,35,Pendulo Studios,7.669230769
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,40000,20000,0,10000,70000,6.7,5.4,M,465077077.0,776897830.0,127833000.0,72444229318.0,10,54,Capcom Vancouver,5.603125
X-Men: Destiny,DS,2011,Action,Activision,50000,10000,0,0,60000,3.3,5.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,6,7,Silicon Knights,4.592307692
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,40000,0,10000,50000,6.0,7.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,13,114,1C: Maddox Games,6.897637795
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,30000,10000,0,0,40000,6.1,6.6,M,465077077.0,776897830.0,127833000.0,72444229318.0,21,127,InXile Entertainment,6.529054054
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,30000,0,10000,40000,7.2,3.9,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,24,Bright Future GmbH,4.937142857
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,41000,0,41000,6.8,8.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,23,50,5pb,7.82739726
Virtua Tennis 4,PC,2011,Sports,Sega,0,30000,0,10000,40000,6.7,7.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,5,43,Sega,7.147916667
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,31000,0,10000,41000,6.8,4.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,19,35,Best Way,5.568518519
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,20000,10000,0,0,30000,4.7,3.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,4,14,Trickstar Games,3.455555556
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,30000,0,0,30000,6.5,7.9,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,4,48,Team 17,7.792307692
Trine 2,PC,2011,Platform,Focus Home Interactive,0,30000,0,10000,40000,8.4,8.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,55,667,"Frozenbyte, Inc.",8.4
Take On Helicopters,PC,2011,Simulation,Unknown,0,20000,0,10000,30000,6.9,6.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,10,28,Bohemia Interactive,6.752631579
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,30000,0,0,0,30000,7.2,6.5,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,11,17,Traveller's Tales,6.775
Dungeon Defenders,PC,2011,Role-Playing,Unknown,20000,0,0,0,20000,8.0,7.2,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,26,399,Trendy Entertainment,7.248941176
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,20000,0,0,0,20000,6.8,6.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,21,29,Ubisoft,6.858
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,10000,10000,0,0,20000,5.4,5.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,5,6,THQ,5.509090909
STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,10000,0,0,10000,5.9,7.2,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,12,13,SimBin,6.576
Call of War: Black Ops II,PS3,2012,Shooter,Activision,4934000,5713000,640000,2410000,13697000,8.2,5.3,M,469572124.0,779411783.0,127629000.0,73382335014.0,21,922,Treyarch,5.364581124
Call of War: Black Ops II,X360,2012,Shooter,Activision,8340000,4199000,69000,1103000,13711000,8.4,4.7,M,469572124.0,779411783.0,127629000.0,73382335014.0,73,2256,Treyarch,4.81597252
New Super Marrison Bros. 2,3DS,2012,Platform,Ninti,3670000,3162000,2478000,638000,9948000,7.7,7.3,E,469572124.0,779411783.0,127629000.0,73382335014.0,70,424,Ninti,7.356680162
Halo 4,X360,2012,Shooter,Microsoft Game Studios,6582000,2249000,40000,735000,9606000,8.5,7.1,M,469572124.0,779411783.0,127629000.0,73382335014.0,87,3260,343 Industries,7.136390798
Animal Crossing: New Leaf,3DS,2012,Simulation,Ninti,2000000,2407000,4378000,387000,9172000,8.9,8.7,E,469572124.0,779411783.0,127629000.0,73382335014.0,70,626,Ninti,8.720114943
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1056000,4965000,131000,1971000,8123000,8.9,6.7,E,469572124.0,779411783.0,127629000.0,73382335014.0,37,348,Electronic Arts,6.911428571
Just Dance 4,Weii,2012,Misc,Ubisoft,4073000,2123000,0,552000,6748000,7.5,7.4,E10+,469572124.0,779411783.0,127629000.0,73382335014.0,10,28,Ubisoft,7.426315789
Assassin's Creed III,PS3,2012,Action,Ubisoft,2596000,2561000,160000,1129000,6446000,8.4,6.8,M,469572124.0,779411783.0,127629000.0,73382335014.0,41,1307,Ubisoft,6.848664688
Assassin's Creed III,X360,2012,Action,Ubisoft,3191000,1722000,30000,434000,5377000,8.4,6.7,M,469572124.0,779411783.0,127629000.0,73382335014.0,61,1196,Ubisoft,6.782498011
New Super Marrison Bros. U,WeiiU,2012,Platform,Ninti,2270000,1328000,1293000,314000,5205000,8.3,8.2,E,469572124.0,779411783.0,127629000.0,73382335014.0,70,733,Ninti,8.20871731
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1079000,3461000,30000,578000,5148000,8.8,6.2,E,469572124.0,779411783.0,127629000.0,73382335014.0,48,403,Electronic Arts,6.476718404
Diablo III,PC,2012,Role-Playing,Activision,2418000,2127000,0,544000,5089000,8.9,4.1,M,469572124.0,779411783.0,127629000.0,73382335014.0,86,9629,Blizzard Entertainment,4.142490993
Ninti Land,WeiiU,2012,Misc,Ninti,2522000,1109000,455000,336000,4422000,7.7,8.1,E10+,469572124.0,779411783.0,127629000.0,73382335014.0,61,471,Ninti,8.054135338
Far Cry 3,PS3,2012,Shooter,Ubisoft,885000,1686000,101000,661000,3333000,8.9,8.6,M,469572124.0,779411783.0,127629000.0,73382335014.0,32,1041,Ubisoft Montreal,8.608946878
Marrison Party 9,Weii,2012,Misc,Ninti,1042000,1112000,759000,219000,3132000,7.2,6.7,E,469572124.0,779411783.0,127629000.0,73382335014.0,45,155,Nd Cube,6.8125
Resident Evil 6,PS3,2012,Shooter,Capcom,872000,922000,896000,399000,3089000,7.5,5.3,M,469572124.0,779411783.0,127629000.0,73382335014.0,34,1304,Capcom,5.355904335
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1860000,863000,41000,250000,3014000,8.9,8.3,M,469572124.0,779411783.0,127629000.0,73382335014.0,59,892,Gearbox Software,8.337223975
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1917000,855000,30000,244000,3046000,9.5,5.7,M,469572124.0,779411783.0,127629000.0,73382335014.0,74,3725,BioWare,5.774019479
Far Cry 3,X360,2012,Shooter,Ubisoft,1404000,1328000,20000,285000,3037000,9.3,8.5,M,469572124.0,779411783.0,127629000.0,73382335014.0,39,1247,Ubisoft Montreal,8.524261275
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2626000,201000,10000,192000,3029000,8.7,7.3,E,469572124.0,779411783.0,127629000.0,73382335014.0,41,131,Visual Concepts,7.63372093
Madden NFL 13,X360,2012,Sports,Electronic Arts,2491000,153000,0,167000,2811000,8.2,5.9,E,469572124.0,779411783.0,127629000.0,73382335014.0,36,179,EA Tiburon,6.285116279
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2071000,222000,0,227000,2520000,8.4,5.6,E,469572124.0,779411783.0,127629000.0,73382335014.0,22,101,EA Tiburon,6.100813008
Skylanders Giants,Weii,2012,Action,Activision,1465000,838000,0,208000,2511000,7.9,7.0,E10+,469572124.0,779411783.0,127629000.0,73382335014.0,8,20,Toys for Bob,7.257142857
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1737000,435000,49000,273000,2494000,8.8,8.0,E,469572124.0,779411783.0,127629000.0,73382335014.0,26,99,Visual Concepts,8.1664
Paper Marrison: Sticker Star,3DS,2012,Role-Playing,Ninti,1113000,409000,628000,140000,2290000,7.5,5.7,E,469572124.0,779411783.0,127629000.0,73382335014.0,69,382,Intelligent Systems,5.975388027
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1032000,714000,100000,353000,2199000,9.0,8.3,M,469572124.0,779411783.0,127629000.0,73382335014.0,25,858,Gearbox Software,8.3198188
Hitman: Absolution,PS3,2012,Action,Square Enix,581000,1049000,69000,446000,2145000,8.4,7.4,M,469572124.0,779411783.0,127629000.0,73382335014.0,30,511,Io Interactive,7.455452865
Fire Emblem: Awakening,3DS,2012,Role-Playing,Ninti,886000,447000,533000,132000,1998000,9.3,9.2,T,469572124.0,779411783.0,127629000.0,73382335014.0,72,1130,Intelligent Systems,9.205990017
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,820000,920000,41000,183000,1964000,8.6,8.3,T,469572124.0,779411783.0,127629000.0,73382335014.0,83,431,"PLAYGROUND, Playground Games",8.34844358
Resident Evil 6,X360,2012,Shooter,Capcom,1141000,606000,70000,159000,1976000,6.6,4.9,M,469572124.0,779411783.0,127629000.0,73382335014.0,71,1407,Capcom,4.981664411
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,579000,892000,60000,294000,1825000,8.8,7.7,M,469572124.0,779411783.0,127629000.0,73382335014.0,31,790,Rockstar Studios,7.741534714
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,835000,760000,0,219000,1814000,8.3,4.7,T,469572124.0,779411783.0,127629000.0,73382335014.0,42,1265,Blizzard Entertainment,4.815684774
