name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
NASCAR '14,PS3,2014,Racing,Deep Silver,89000,0,0,20000,6.7,7,4.7,20,Eutechnyx,E,5.218518519,109000
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,88000,10000,0,10000,5.3,8,4.8,4,Griptonite Games,E10+,5.133333333,108000
Shrek: Forever After,X360,2010,Platform,Activision,101000,0,0,10000,6.3,22,6.2,9,Xpec,E10+,6.270967742,111000
Dawn of Discovery,DS,2009,Simulation,Ubisoft,71000,30000,0,10000,8.3,11,7.4,7,Keen Games,E,7.95,111000
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,41000,61000,0,10000,8.5,14,6.3,144,Konami,E,6.494936709,112000
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,82000,20000,0,0,8.1,19,4.7,4,EA Sports,E,7.508695652,102000
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,101000,0,0,10000,7.3,15,7.2,8,EA Canada,E,7.265217391,111000
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,92000,10000,0,10000,2.8,33,2.8,64,Rebellion,M,2.8,112000
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,79000,20000,0,0,6.5,27,8.1,11,Warthog,M,6.963157895,99000
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,61000,40000,0,10000,6.4,4,6.0,16,Coyote Developments,M,6.08,111000
Fight Club,XB,2004,Fighting,Vivendi Games,79000,20000,0,0,3.8,29,4.8,13,Genuine Games,M,4.10952381,99000
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,81000,0,20000,8.2,20,5.2,672,Ubisoft Montreal,M,5.286705202,101000
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,41000,60000,10000,6.6,7,7.6,54,Artdink,T,7.485245902,111000
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,101000,0,0,10000,5.4,6,7.1,10,Immersion Software & Graphics,T,6.4625,111000
Dead to Rights II,XB,2005,Shooter,Electronic Arts,80000,20000,0,0,5.5,35,7.4,5,Namco,M,5.7375,100000
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,49000,40000,0,10000,6.0,7,6.6,10,Vicious Cycle,E10+,6.352941176,99000
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,98000,0,0,10000,7.8,29,8.4,11,Vanguard,T,7.965,108000
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,80000,30000,0,0,6.1,9,7.7,11,Full-Fat,E,6.98,110000
X-Men: The Official Game,DS,2006,Action,Activision,100000,0,0,10000,5.0,17,7.9,6,Amaze Entertainment,E10+,5.756521739,110000
Rocky Balboa,PSP,2007,Sports,Ubisoft,10000,91000,0,10000,5.7,17,6.7,11,Ubisoft,T,6.092857143,111000
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,50000,41000,0,10000,2.4,12,4.1,27,Midway,T,3.576923077,101000
Top Spin,PS2,2005,Sports,Take-Two Interactive,49000,40000,0,10000,6.8,28,7.7,12,Pam Development,E,7.07,99000
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,99000,0,0,10000,4.8,4,5.3,6,Ubisoft,E10+,5.1,109000
UFC: Tapout 2,XB,2003,Fighting,Capcom,80000,20000,0,0,6.5,14,7.4,4,DreamFactory,T,6.7,100000
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,91000,0,0,10000,6.0,34,8.0,16,Page 44 Studios,M,6.64,101000
Vexx,XB,2003,Platform,Acclaim Entertainment,79000,20000,0,0,6.9,21,8.6,10,Acclaim,T,7.448387097,99000
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,51000,40000,0,10000,6.9,15,7.7,15,Electronic Arts,E,7.3,101000
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,79000,20000,0,0,7.7,56,5.2,15,SNK,T,7.171830986,99000
Sacred 3,PS3,2014,Role-Playing,Deep Silver,30000,40000,31000,10000,5.6,13,3.4,46,"Deep Silver, Keen Games",M,3.884745763,111000
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,90000,0,0,10000,7.9,22,6.4,33,KCET,E,7.0,100000
Banjo-Pilot,GBA,2005,Racing,THQ,70000,30000,0,0,6.8,22,5.9,9,Rare Ltd.,E,6.538709677,100000
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,20000,20000,59000,10000,6.8,15,8.1,8,Tecmo,E,7.252173913,109000
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0,30000,60000,10000,8.0,49,8.2,62,SCE Japan Studio,E,8.111711712,100000
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,50000,40000,0,10000,5.4,17,4.0,5,Hudson Soft,E,5.081818182,100000
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,99000,0,10000,7.4,9,4.4,239,Konami,E,4.508870968,109000
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,79000,20000,0,0,8.2,30,9.4,19,Swingin' Ape,T,8.665306122,99000
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,81000,20000,0,0,7.9,28,8.7,15,Ubisoft Montreal,M,8.179069767,101000
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,51000,39000,0,10000,8.3,21,8.2,11,LucasArts,T,8.265625,100000
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,91000,10000,0,10000,6.1,9,7.7,6,Artificial Mind and Movement,E10+,6.74,111000
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,99000,0,0,10000,6.2,23,7.3,10,Page 44 Studios,E,6.533333333,109000
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,50000,40000,0,10000,7.7,17,8.5,10,SCEE,T,7.996296296,100000
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,70000,30000,0,0,7.8,15,9.4,23,Magic Pockets,T,8.768421053,100000
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,88000,0,0,10000,7.2,7,0.6,24,Frontier Developments,E10+,2.090322581,98000
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,90000,10000,0,10000,6.6,9,6.1,5,Ubisoft Shanghai,E,6.421428571,110000
G1 Jockey 3,PS2,2002,Sports,THQ,20000,10000,70000,0,7.1,12,9.1,10,Koei/Inis,E,8.009090909,100000
Exit DS,DS,2008,Puzzle,Square Enix,90000,0,10000,10000,6.5,25,6.8,6,Moss,E,6.558064516,110000
Blades of Time,X360,2012,Action,Konami Digital Entertainment,71000,20000,0,10000,5.3,23,6.5,30,Gaijin Entertainment,M,5.979245283,101000
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,50000,39000,0,10000,7.3,28,7.4,14,Taito Corporation,T,7.333333333,99000
Universe at War: Earth Assault,X360,2008,Action,Sega,92000,10000,0,10000,6.5,44,8.4,57,Petroglyph,T,7.572277228,112000
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,50000,41000,0,10000,5.0,45,6.2,24,Namco,M,5.417391304,101000
Rome: Total War,PC,2004,Strategy,Activision,0,89000,0,20000,9.2,58,9.1,1050,Creative Assembly,T,9.105234657,109000
Doom 3,PC,2004,Shooter,Activision,51000,41000,0,10000,8.8,83,7.5,896,id Software,M,7.610214505,102000
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,90000,0,0,10000,7.3,7,3.5,27,Eutechnyx,E,4.282352941,100000
JU-ON: The Grudge,Weii,2009,Action,Rising Star Games,69000,10000,10000,10000,3.8,32,5.5,34,FeelPlus,M,4.675757576,99000
Colin McRae Rally 04,XB,2004,Racing,Codemasters,78000,20000,0,0,8.2,33,8.2,19,Codemasters,E,8.2,98000
FIFA Street,XB,2005,Sports,Electronic Arts,81000,20000,0,0,6.0,21,7.9,9,EA Canada,E,6.57,101000
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,20000,81000,0,10000,7.6,10,5.6,30,Maxis,T,6.1,111000
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,79000,20000,0,0,6.2,11,6.3,5,Climax Group,E,6.23125,99000
Blitz: The League II,X360,2008,Sports,Midway Games,81000,10000,0,10000,6.7,34,7.2,13,Midway,M,6.838297872,101000
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,91000,0,0,10000,5.6,14,8.9,4,Hudson Entertainment,T,6.333333333,101000
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,79000,20000,0,0,8.1,26,8.8,13,Capcom,T,8.333333333,99000
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,60000,20000,20000,0,7.5,21,9.0,23,"Monolith Soft, Namco Bandai Games",T,8.284090909,100000
EåáOåáE: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,41000,30000,20000,10000,5.6,28,7.1,6,Yuke's,T,5.864705882,101000
NHL 2004,GC,2003,Sports,Electronic Arts,81000,20000,0,0,8.4,18,8.3,7,EA Sports,E,8.372,101000
Surf's Up,X360,2007,Sports,Ubisoft,89000,0,0,10000,6.0,15,6.2,9,Ubisoft,E10+,6.075,99000
X-Men: The Official Game,XB,2006,Action,Activision,81000,20000,0,0,5.4,38,8.2,7,"Z-Axis, Ltd.",T,5.835555556,101000
Scribblenauts Unmasked: A DC Comics Adventure,WeiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,90000,0,0,10000,7.1,17,6.4,39,5TH Cell,E10+,6.6125,100000
The Ant Bully,PS2,2006,Platform,Midway Games,50000,40000,0,10000,5.2,19,4.2,6,Artificial Mind and Movement,E10+,4.96,100000
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,20000,20000,49000,10000,5.8,16,6.7,8,Tecmo,E10+,6.1,99000
The Whispered World,PC,2009,Adventure,Deep Silver,0,81000,0,20000,7.0,41,7.5,77,Daedalic Entertainment,E,7.326271186,101000
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,81000,20000,0,0,7.6,31,8.1,9,Sega AM2,E,7.7125,101000
Draglade,DS,2007,Fighting,505 Games,91000,0,0,10000,7.2,23,7.6,4,Dimps Corporation,E10+,7.259259259,101000
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,91000,0,0,10000,6.9,7,6.3,20,5TH Cell,E10+,6.455555556,101000
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,50000,40000,0,10000,7.5,16,7.7,22,Genki,T,7.615789474,100000
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,60000,0,30000,10000,4.0,19,5.3,37,Gust,E10+,4.858928571,100000
Van Helsing,GBA,2004,Action,Activision,70000,29000,0,0,3.3,11,6.2,6,Saffire,T,4.323529412,99000
Bee Movie Game,PS2,2007,Action,Activision,50000,40000,0,10000,6.4,11,7.4,4,Beenox,E,6.666666667,100000
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0,30000,71000,10000,6.5,12,7.8,63,Frima Studio,M,7.592,111000
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,81000,20000,0,0,8.0,15,7.9,5,Treyarch,E,7.975,101000
NFL Tour,X360,2008,Sports,Electronic Arts,91000,0,0,10000,5.0,35,3.1,45,EA Tiburon,E,3.93125,101000
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,81000,20000,0,10000,3.8,5,4.1,33,EA Bright Light,T,4.060526316,111000
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,89000,0,0,10000,2.5,4,3.5,4,FrontLine Studios,E,3.0,99000
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,70000,20000,0,10000,7.5,22,7.5,106,Capcom,M,7.5,100000
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,79000,20000,0,0,7.4,50,8.8,4,InXile Entertainment,T,7.503703704,99000
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,50000,40000,0,10000,7.9,47,8.5,13,The Behemoth,T,8.03,100000
Myst,DS,2007,Adventure,Midway Games,90000,0,0,10000,4.3,25,3.5,6,Hoplite Research,E,4.14516129,100000
nail'd,X360,2010,Racing,Deep Silver,80000,20000,0,10000,6.3,49,7.0,16,Techland,E10+,6.472307692,110000
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,71000,30000,0,0,7.7,21,8.6,8,Ubisoft Montreal,T,7.948275862,101000
Bullet Witch,X360,2006,Shooter,Atari,70000,10000,20000,10000,5.5,59,6.2,41,Cavia Inc.,M,5.787,110000
Spider-Man: Web of Shadows,DS,2008,Action,Activision,92000,0,0,10000,7.6,12,7.6,14,Griptonite Games,E10+,7.6,102000
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,90000,0,0,10000,6.6,5,7.4,8,Crave,E10+,7.092307692,100000
Rolling Stone: Drum King,Weii,2009,Misc,505 Games,89000,0,0,10000,3.2,4,1.8,4,505 Games,T,2.5,99000
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,91000,0,0,10000,6.8,17,7.7,7,Backbone Entertainment,E,7.0625,101000
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,70000,20000,0,0,7.0,25,7.4,5,Konami,M,7.066666667,90000
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,61000,30000,0,10000,1.7,11,1.7,37,Team 17,M,1.7,101000
Indigo Prophecy,XB,2005,Adventure,Atari,71000,30000,0,0,8.4,51,7.8,39,Quantic Dream,M,8.14,101000
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,70000,20000,0,0,2.8,13,4.6,8,Media Vision,E,3.485714286,90000
NHL 2K6,X360,2005,Sports,Take-Two Interactive,90000,0,0,10000,7.6,37,6.0,24,2K Sports,E10+,6.970491803,100000
X-Men: Destiny,Weii,2011,Action,Activision,69000,20000,0,10000,3.6,10,4.5,15,Silicon Knights,T,4.14,99000
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,69000,20000,0,0,8.2,17,9.0,6,2K Sports,E,8.408695652,89000
Contact,DS,2006,Role-Playing,Rising Star Games,71000,0,30000,10000,7.3,36,8.1,35,Grasshopper Manufacture,E10+,7.694366197,111000
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,90000,0,0,10000,6.1,19,8.1,8,High Voltage Software,T,6.692592593,100000
Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,71000,20000,0,0,4.6,17,7.8,10,Eurocom Entertainment Software,M,5.785185185,91000
Opoona,Weii,2007,Role-Playing,Tecmo Koei,81000,0,10000,10000,6.4,33,7.7,14,ArtePiazza,E10+,6.787234043,101000
Rocky: Legends,XB,2004,Action,Ubisoft,71000,20000,0,0,6.6,21,5.3,6,Venom Games,T,6.311111111,91000
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0,79000,0,10000,7.0,28,6.0,94,Other Ocean Interactive,T,6.229508197,89000
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,89000,0,0,10000,2.8,16,0.9,50,Dimps Corporation,T,1.360606061,99000
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,80000,0,10000,7.2,13,6.7,50,Ivory Tower,T,6.803174603,90000
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,49000,20000,20000,10000,5.3,31,6.1,79,Kadokawa,M,5.874545455,99000
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,60000,30000,0,10000,5.1,46,5.5,65,Rebellion,M,5.334234234,100000
MotoGP 07,PS2,2007,Racing,Capcom,51000,39000,0,10000,6.2,26,9.3,7,Milestone,E,6.857575758,100000
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,41000,30000,10000,10000,5.4,19,7.1,22,Gaijin Entertainment,M,6.312195122,91000
Thor: God of Thunder,3DS,2011,Action,Sega,61000,30000,0,10000,5.5,10,4.3,5,Red Fly Studio,T,5.1,101000
Cubic Ninja,3DS,2011,Platform,Ubisoft,50000,40000,0,10000,5.1,15,6.0,14,AQ Interactive,E,5.534482759,100000
F1 2014,PC,2014,Racing,Codemasters,0,89000,0,10000,6.1,20,4.7,65,Codemasters Birmingham,E,5.029411765,99000
Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,80000,0,0,10000,7.3,7,6.8,6,Natsume,E,7.069230769,90000
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,60000,0,30000,0,6.2,27,6.5,10,Tri-Crescendo,E10+,6.281081081,90000
Shining Force EXA,PS2,2007,Role-Playing,Sega,0,0,101000,0,6.3,24,7.4,17,Neverland,E10+,6.756097561,101000
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,92000,0,0,10000,7.1,8,7.5,27,Bec,E10+,7.408571429,102000
MySims SkyHeroes,X360,2010,Action,Electronic Arts,90000,0,0,10000,5.5,15,5.5,4,Behaviour Interactive,E10+,5.5,100000
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,51000,40000,0,10000,7.2,39,7.4,13,Arc System Works,T,7.25,101000
Tornado Outbreak,Weii,2009,Action,Konami Digital Entertainment,92000,0,0,10000,7.2,7,8.2,5,Loose Cannon Studios,E10+,7.616666667,102000
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,20000,0,59000,10000,6.6,25,7.2,24,Experience Inc.,M,6.893877551,89000
MotoGP 2,XB,2003,Racing,THQ,70000,20000,0,0,8.7,23,8.4,14,Climax Group,E,8.586486486,90000
Heatseeker,Weii,2007,Action,Codemasters,80000,0,0,10000,6.1,25,6.1,32,IR Gurus,T,6.1,90000
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,99000,0,7.1,30,7.8,43,Gust,T,7.512328767,99000
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,69000,30000,0,0,8.7,4,8.4,12,KCET,T,8.475,99000
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,20000,10000,60000,10000,7.1,29,6.5,15,Omega Force,T,6.895454545,100000
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,50000,20000,20000,0,8.3,20,8.6,20,Capcom,T,8.45,90000
Power Stone Collection,PSP,2006,Action,Capcom,80000,0,0,10000,7.3,34,6.9,6,Capcom,T,7.24,90000
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,69000,20000,0,10000,5.8,16,5.9,28,Papaya Studios,E10+,5.863636364,99000
"Blast Works: Build, Trade, Destroy",Weii,2008,Shooter,Eidos Interactive,88000,0,0,10000,7.9,30,7.7,17,BudCat,E,7.827659574,98000
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,92000,0,0,10000,4.8,19,4.9,6,SNK Playmore,T,4.824,102000
Medieval II: Total War,PC,2006,Strategy,Sega,0,81000,0,20000,8.9,39,8.9,648,Creative Assembly,T,8.9,101000
Skylanders Imaginators,XOne,2016,Platform,Activision,50000,41000,0,10000,7.9,14,6.0,8,Toys for Bob,E10+,7.209090909,101000
Minority Report: Everybody Runs,XB,2002,Action,Activision,69000,20000,0,0,5.5,18,5.0,4,Treyarch,T,5.409090909,89000
NASCAR,PSP,2006,Racing,Electronic Arts,92000,0,0,10000,6.6,13,5.3,6,Exient Entertainment,E,6.189473684,102000
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0,20000,70000,0,6.2,4,7.7,10,Spike Chunsoft,T,7.271428571,90000
Rio,X360,2011,Misc,THQ,49000,30000,0,10000,5.9,16,7.1,7,Eurocom Entertainment Software,E10+,6.265217391,89000
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,71000,20000,0,0,6.1,43,4.2,9,Cyberlore Studios,M,5.771153846,91000
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,50000,40000,0,10000,6.1,11,8.2,7,Argonaut Games,E,6.916666667,100000
Barnyard,PS2,2006,Action,THQ,49000,40000,0,10000,6.3,13,8.7,10,Blue Tongue Entertainment,E10+,7.343478261,99000
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0,39000,39000,10000,8.0,36,6.3,114,Capcom,T,6.708,88000
MindJack,X360,2011,Shooter,Square Enix,69000,20000,0,10000,4.3,42,1.2,116,FeelPlus,M,2.024050633,99000
Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,70000,20000,0,0,6.5,17,7.2,10,Blitz Games,E,6.759259259,90000
Brain Age: Concentration Training,3DS,2012,Puzzle,Ninti,89000,0,0,10000,7.0,11,7.8,17,Ninti,E,7.485714286,99000
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,69000,20000,0,0,6.4,25,6.4,7,Climax Group,T,6.4,89000
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,50000,30000,0,20000,6.0,11,6.4,4,Vicious Cycle,E10+,6.106666667,100000
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,81000,0,0,10000,8.0,4,8.4,30,Idea Factory,M,8.352941176,91000
Speed Kings,PS2,2003,Racing,Acclaim Entertainment,49000,39000,0,10000,6.0,13,7.8,6,Climax Group,E,6.568421053,98000
Little League World Series Baseball 2008,Weii,2008,Sports,Activision,90000,0,0,10000,7.0,8,8.1,6,Now Production,E,7.471428571,100000
Winter Stars,X360,2011,Sports,Deep Silver,51000,30000,0,10000,4.7,9,6.6,4,49Games,E,5.284615385,91000
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,80000,10000,0,10000,6.4,26,6.8,16,Omega Force,T,6.552380952,100000
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0,81000,0,10000,8.6,26,7.6,435,Criterion Games,E10+,7.656399132,91000
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,70000,20000,0,0,6.4,13,4.8,4,3d6 Games,T,6.023529412,90000
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,80000,0,0,10000,6.9,24,7.6,26,Microvision,T,7.264,90000
Family Party: 30 Great Games,Weii,2008,Misc,D3Publisher,81000,10000,0,10000,4.3,10,1.0,7,Tamsoft,E10+,2.941176471,101000
Shining Tears,PS2,2004,Role-Playing,Sega,50000,41000,0,10000,6.2,14,6.4,11,Nex Entertainment,T,6.288,101000
MotoGP,XB,2002,Racing,THQ,70000,20000,0,0,8.3,18,8.4,16,Climax Group,E,8.347058824,90000
Scaler,PS2,2004,Platform,Take-Two Interactive,49000,40000,0,10000,7.1,20,8.6,18,Artificial Mind and Movement,E,7.810526316,99000
Halo 2,PC,2007,Shooter,Microsoft Game Studios,10000,60000,0,20000,7.3,32,5.7,216,Microsoft Game Studios,M,5.906451613,90000
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,51000,40000,0,10000,8.1,46,8.5,13,Treasure,T,8.188135593,101000
Medal of Honor: Vanguard,Weii,2007,Shooter,Electronic Arts,61000,30000,0,10000,5.5,29,7.0,24,BudCat,T,6.179245283,101000
Beaterator,PSP,2009,Misc,Take-Two Interactive,59000,20000,0,20000,8.1,44,7.7,12,Rockstar Leeds,E,8.014285714,99000
Psychonauts,PS2,2005,Platform,Majesco Entertainment,51000,39000,0,10000,8.6,33,8.7,61,BudCat,T,8.664893617,100000
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,50000,40000,0,10000,6.3,9,7.2,23,Black Ship Games,T,6.946875,100000
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,50000,20000,0,20000,4.5,49,5.5,163,PlatinumGames,T,5.268867925,90000
Ribbit King,PS2,2003,Sports,Atari,51000,39000,0,10000,5.8,10,6.5,4,Bandai,E,6.0,100000
Rygar: The Battle of Argus,Weii,2008,Action,Rising Star Games,90000,0,0,10000,5.2,29,7.0,4,Tecmo,T,5.418181818,100000
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,71000,20000,0,0,9.6,32,8.7,121,Team Ninja,M,8.888235294,91000
Touch Detective,DS,2006,Adventure,505 Games,61000,20000,0,10000,6.1,25,6.9,6,BeeWorks,E10+,6.25483871,91000
Trivial Pursuit unhinged,XB,2004,Misc,Atari,70000,20000,0,0,5.8,10,8.1,4,Artech Studios,T,6.457142857,90000
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,81000,0,0,10000,6.8,15,3.7,4,EA Canada,E,6.147368421,91000
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,89000,0,0,10000,4.6,13,7.5,17,Art,E10+,6.243333333,99000
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,51000,40000,0,10000,5.8,25,8.7,43,Eighting,M,7.633823529,101000
Atari Classics Evolved,PSP,2007,Misc,Atari,79000,0,0,10000,6.5,17,6.0,4,Stainless Games,E,6.404761905,89000
I-Ninja,GC,2003,Platform,Namco Bandai Games,69000,20000,0,0,7.6,18,7.7,8,Argonaut Games,T,7.630769231,89000
Football Manager 2017,PC,2016,Simulation,Sega,0,89000,0,10000,8.1,41,4.3,57,Sports Interactive,E,5.889795918,99000
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,50000,40000,0,10000,7.4,25,8.2,26,Media Vision,T,7.807843137,100000
Army Corps of Hell,PSV,2011,Action,Square Enix,40000,39000,0,20000,5.7,43,6.6,28,"Entersphere, Inc.",M,6.054929577,99000
Shrek SuperSlam,XB,2005,Action,Activision,69000,20000,0,0,7.1,20,9.3,4,Shaba Games,E10+,7.466666667,89000
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,71000,10000,0,10000,7.3,26,8.6,22,Other Ocean Interactive,M,7.895833333,91000
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,40000,39000,0,10000,7.1,36,9.0,25,Deadline Games,M,7.878688525,89000
Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,39000,30000,0,10000,7.0,13,8.4,10,Koei,T,7.608695652,79000
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,30000,0,51000,10000,7.3,45,7.1,41,Nippon Ichi Software,T,7.204651163,91000
GripShift,PSP,2005,Racing,Ubisoft,80000,0,0,10000,7.1,37,8.7,22,Sidhe Interactive,E,7.696610169,90000
