name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating	popularity score							
Pac-Man World 3	PSP	2005	Platform	Namco Bandai Games	69000	0	0	10000	6	9	6	4	Blitz Games	E	6							
F.E.A.R. 2: Project Origin	PC	2009	Shooter	Warner Bros. Interactive Entertainment	20000	50000	0	10000	7.9	49	7.7	520	Monolith Productions	M	7.717223199							
I-Ninja	XB	2003	Platform	Namco Bandai Games	50000	20000	0	0	7.4	18	8.3	8	Argonaut Games	T	7.676923077							
The Lord of the Rings: The Battle for Middle-Earth	PC	2004	Strategy	Electronic Arts	10000	59000	0	10000	8.2	42	8.8	199	EA LA	T	8.695435685							
Kessen III	PS2	2004	Strategy	Tecmo Koei	40000	30000	0	10000	7.2	26	8	20	Koei	T	7.547826087							
The King of Fighters Collection: The Orochi Saga	PSP	2008	Fighting	Ignition Entertainment	71000	0	0	0	6	16	7	9	SNK Playmore	T	6.36							
Aero Elite: Combat Academy	PS2	2002	Simulation	Sega	40000	30000	0	10000	6.3	18	7.1	8	Sega AM2	E	6.546153846							
Wrath Unleashed	PS2	2004	Strategy	LucasArts	41000	31000	0	10000	6.4	25	6.1	6	Double Helix Games	T	6.341935484							
Commandos 2: Men of Courage	XB	2002	Strategy	Eidos Interactive	51000	20000	0	0	6.7	12	8.3	5	Pyro Studios	T	7.170588235							
Emergency 2012	PC	2010	Simulation	Deep Silver	20000	40000	0	10000	6.1	9	6.2	12	ValuSoft	T	6.157142857							
Overlord: Minions	DS	2009	Puzzle	Codemasters	71000	0	0	10000	5.9	22	5.6	4	Climax Group	E10+	5.853846154							
Kengo: Legend of The 9	X360	2006	Fighting	Majesco Entertainment	61000	10000	0	10000	3.9	18	4.2	14	Genki	M	4.03125							
Romance of the Three Kingdoms XI	PS2	2007	Strategy	Tecmo Koei	0	0	69000	0	7	10	8.4	8	Koei	E10+	7.622222222							
Dark Souls III	PC	2016	Role-Playing	Namco Bandai Games	0	69000	0	0	9	56	8.5	1848	From Software	M	8.514705882							
TMNT: Mutant Melee	GC	2005	Fighting	Konami Digital Entertainment	60000	10000	0	0	4.4	16	2.8	4	Konami Computer Entertainment Hawaii	T	4.08							
Combat: Task Force 121	XB	2005	Shooter	Zoo Digital Publishing	50000	20000	0	0	4.5	9	8.4	4	Direct Action Games	M	5.7							
Circus Maximus: Chariot Wars	XB	2002	Racing	THQ	51000	20000	0	0	6.8	26	5	4	Kodiak Interactive	T	6.56							
Tom Clancy's Ghost Recon 2	GC	2005	Shooter	Ubisoft	59000	10000	0	0	5.4	10	1.4	11	Ubisoft Shanghai	T	3.304761905							
Monster Racers	DS	2009	Racing	Tecmo Koei	49000	0	20000	0	7	5	9.1	5	Koei	E	8.05							
Speed Zone	Weii	2009	Racing	Bethesda Softworks	10000	49000	0	10000	3.6	14	3.7	11	Awesome Play Ltd.	E	3.644							
James Cameron's Dark Angel	XB	2002	Action	Vivendi Games	50000	20000	0	0	4.6	17	8.2	6	Radical Entertainment	T	5.539130435							
Aqua Teen Hunger Force: Zombie Ninja Pro-Am	PS2	2007	Racing	Midway Games	30000	30000	0	10000	3.7	19	5.9	10	Creat Studios	M	4.45862069							
R-Type Command	PSP	2007	Strategy	Rising Star Games	51000	0	10000	10000	6.8	29	6.4	6	Irem	E10+	6.731428571							
Haunting Ground	PS2	2005	Action	Capcom	31000	30000	0	10000	6.8	33	8.9	44	Capcom	M	8							
Grand Kingdom	PS4	2015	Role-Playing	Nippon Ichi Software	30000	0	30000	10000	7.8	33	8.1	63	Spike Chunsoft	T	7.996875							
Robocalypse	DS	2008	Strategy	Tecmo Koei	70000	0	0	10000	7.9	15	8.5	18	Vogster	E10+	8.227272727							
Escape Dead Island	X360	2014	Action	Deep Silver	29000	40000	0	10000	3.2	12	3.9	74	Fatshark AB	M	3.802325581							
Tom Clancy's Splinter Cell: Chaos Theory	DS	2005	Action	Ubisoft	61000	0	0	10000	5	22	7	25	Gameloft	T	6.063829787							
Romance of the Three Kingdoms IX	PS2	2003	Strategy	Tecmo Koei	30000	31000	0	10000	7.5	17	8.9	10	Koei	E	8.018518519							
Second Sight	XB	2004	Adventure	Codemasters	49000	20000	0	0	7.5	46	8	6	Free Radical Design	T	7.557692308							
Operation Flashpoint: Red River	PC	2011	Shooter	Codemasters	10000	41000	0	10000	6.7	25	4.9	103	Codemasters	M	5.2515625							
MLB Front Office Manager	X360	2009	Sports	Take-Two Interactive	60000	0	0	10000	4.6	13	4.6	10	Blue Castle Games	E	4.6							
Child of Light	PSV	2014	Role-Playing	Ubisoft	0	39000	20000	10000	8.1	14	7.7	108	Ubisoft Montreal	E10+	7.745901639							
Silent Hill: Origins	PS2	2008	Action	Konami Digital Entertainment	30000	30000	0	10000	7	21	7.5	59	Climax Group	M	7.36875							
Harry Potter and the Sorcerer's Stone	XB	2003	Action	Electronic Arts	51000	20000	0	0	6	11	6	5	Warthog	E	6							
Damnation	X360	2009	Shooter	Codemasters	59000	10000	0	10000	3.5	39	5.6	50	Blue Omega	M	4.679775281							
Samurai Warriors	XB	2004	Action	Tecmo Koei	49000	20000	0	0	7.2	20	9	5	Omega Force	T	7.56							
FIFA Soccer 2004	GC	2003	Sports	Electronic Arts	49000	10000	0	0	8.2	17	6.1	12	EA Canada	E	7.331034483							
SNK Arcade Classics Vol. 1	Weii	2008	Misc	Ignition Entertainment	59000	0	0	0	7.3	18	7.9	4	SNK Playmore	T	7.409090909							
Rayman 3: Hoodlum Havoc	GC	2003	Platform	Ubisoft	50000	10000	0	0	7.8	24	8.3	21	Ubisoft Shanghai	E	8.033333333							
Ghost in the Shell: Stand Alone Complex	PSP	2005	Adventure	Atari	59000	0	0	10000	6.2	23	7.4	14	G-Artists	T	6.654054054							
Open Season	Weii	2006	Platform	Ubisoft	60000	0	0	10000	4.8	5	5.6	7	Ubisoft	E10+	5.266666667							
Crimson Sea 2	PS2	2004	Action	Tecmo Koei	30000	30000	0	10000	7.6	27	8.2	6	Koei	T	7.709090909							
Digimon World Championship	DS	2008	Role-Playing	Namco Bandai Games	0	0	69000	0	5	6	6.5	13	Epics	E	6.026315789							
Dynasty Warriors 8: Empires	XOne	2014	Action	Tecmo Koei	40000	20000	0	10000	5.7	10	6.7	15	Koei Tecmo Games	T	6.3							
Catwoman	GC	2004	Action	Electronic Arts	50000	10000	0	0	4.7	24	6.2	7	Argonaut Games	T	5.038709677							
Colosseum: Road to Freedom	PS2	2005	Role-Playing	Tecmo Koei	29000	30000	0	10000	5.6	35	8.3	17	Goshow	M	6.482692308							
Football Manager 2010	PC	2009	Sports	Sega	0	61000	0	10000	8.8	33	9.1	262	Sports Interactive	E	9.066440678							
Target: Terror	Weii	2008	Shooter	Konami Digital Entertainment	60000	0	0	10000	3.3	19	2.7	16	Leviathan Games	M	3.025714286							
Mugen Souls Z	PS3	2013	Role-Playing	Nippon Ichi Software	20000	10000	40000	10000	5.7	26	6.3	56	Compile Heart	T	6.109756098							
BeatMania	PS2	2006	Simulation	Konami Digital Entertainment	30000	30000	0	10000	6.6	30	8.9	11	Konami	E10+	7.217073171							
Real Time Conflict: Shogun Empires	DS	2005	Strategy	Namco Bandai Games	61000	0	0	0	3.5	6	5.6	11	Box Clever Interactive	E10+	4.858823529							
Spartan: Total Warrior	GC	2005	Action	Sega	50000	10000	0	0	7.3	24	8.4	15	Creative Assembly	M	7.723076923							
Pitfall: The Lost Expedition	XB	2004	Platform	Activision	50000	10000	0	0	7.4	35	7.9	4	Edge of Reality	E	7.451282051							
River City Ransom EX	GBA	2004	Action	Atlus	49000	20000	0	0	7.4	21	8.4	7	Million	T	7.65							
Bionicle Heroes	X360	2006	Shooter	Eidos Interactive	49000	10000	0	10000	5.8	26	5.8	22	Traveller's Tales	E10+	5.8							
Fable: The Lost Chapters	PC	2005	Role-Playing	Microsoft Game Studios	10000	49000	0	10000	8.4	54	8.8	489	Lionhead Studios	M	8.760220994							
Crazy Taxi 2	DC	2001	Racing	Sega	0	0	69000	0	8.1	18	8.2	29	Hitmaker	T	8.161702128							
The Sims 2: Seasons	PC	2007	Simulation	Electronic Arts	10000	40000	0	10000	7.9	20	7.3	29	Maxis	T	7.544897959							
The Testament of Sherlock Holmes	PC	2012	Adventure	Focus Home Interactive	0	60000	0	10000	7.2	18	8	128	Frogwares	M	7.901369863							
Tomb Raider: Legend	DS	2006	Action	Eidos Interactive	40000	20000	0	10000	5.7	15	8.1	7	Human Soft	T	6.463636364							
Warhammer: Battle For Atluma	PSP	2006	Action	Namco Bandai Games	59000	0	0	10000	5.5	8	7.5	8	Sabertooth Games	T	6.5							
Eagle Flight	PS4	2016	Adventure	Ubisoft	10000	50000	0	10000	7.3	31	7.7	22	Ubisoft, FunHouse	E10+	7.466037736							
Operation: Vietnam	DS	2007	Shooter	Majesco Entertainment	61000	0	0	0	6.4	16	6.3	4	Coyote Console	T	6.38							
Lifeline	PS2	2003	Adventure	Sony Computer Entertainment	30000	30000	0	10000	6.1	31	7.8	9	SCEJ	M	6.4825							
NHL 2005	GC	2004	Sports	Electronic Arts	50000	10000	0	0	7.5	18	5.7	5	EA Sports	E	7.108695652							
Microsoft Flight Simulator 2004: A Century of Flight	PC	2003	Simulation	Microsoft Game Studios	0	59000	0	10000	8.9	22	8.3	49	Microsoft Game Studios	E	8.485915493							
Inversion	PS3	2012	Shooter	Namco Bandai Games	30000	30000	0	10000	5.7	23	5.5	43	Saber Interactive	M	5.56969697							
Ultimate Marvel vs. Capcom 3	X360	2011	Fighting	Capcom	0	30000	39000	0	7.9	44	6.3	85	Capcom	T	6.845736434							
Assassin's Creed Chronicles	PSV	2016	Action	Ubisoft	10000	39000	10000	10000	7.1	6	7.9	24	Climax Studios	T	7.74							
Dragoneer's Aria	PSP	2007	Role-Playing	Tecmo Koei	20000	0	50000	0	5.7	30	6	7	Hit Maker	E10+	5.756756757							
N+	DS	2007	Platform	Atari	59000	0	0	0	8.2	20	7.4	20	Metanet Software Inc., SilverBirch Studios	E	7.8							
Sega Soccer Slam	GC	2002	Sports	Sega	49000	10000	0	0	8.5	22	7.7	7	Black Box	E	8.306896552							
Deep Labyrinth	DS	2006	Action	505 Games	60000	0	0	0	5.6	18	8.6	4	Interactive Brains	E10+	6.145454545							
Spawn: Armageddon	GC	2003	Action	Electronic Arts	50000	10000	0	0	6	19	7.1	9	Point of View	M	6.353571429							
God Hand	PS2	2006	Action	Capcom	0	0	71000	0	7.4	48	7.6	165	Clover Studio	M	7.554929577							
Legends of Wrestling II	GBA	2002	Fighting	Acclaim Entertainment	50000	20000	0	0	2.4	11	3.7	10	Powerhead Games	E	3.019047619							
Jurassic Park: Operation Genesis	XB	2003	Simulation	Konami Digital Entertainment	50000	10000	0	0	6.8	21	9	19	Blue Tongue Entertainment	T	7.845							
RedCard 20-03	PS2	2002	Sports	Midway Games	30000	31000	0	10000	7.3	19	9.1	6	Midway	E	7.732							
Future Tactics: The Uprising	PS2	2004	Strategy	Crave Entertainment	30000	30000	0	10000	6	25	6	6	Zed Two Limited	T	6							
Driver: Parallel Lines	XB	2006	Racing	Atari	50000	10000	0	0	7	31	4.6	17	Reflections Interactive	M	6.15							
Top Gun	PS3	2011	Simulation	505 Games	60000	0	0	10000	4.9	25	4.4	5	Doublesix	T	4.816666667							
Batman: Rise of Sin Tzu	GBA	2003	Action	Ubisoft	50000	20000	0	0	6.4	12	6.7	4	Ubisoft	E	6.475							
Dragon Ball Z: Battle of Z	X360	2014	Fighting	Namco Bandai Games	10000	49000	0	0	5.3	17	5	44	Artdink	T	5.083606557							
Resident Evil 5	PC	2009	Action	Capcom	10000	41000	0	10000	8.7	30	7.2	597	Capcom	M	7.271770335							
X-Men: The Official Game	GBA	2006	Action	Activision	50000	20000	0	0	5.5	9	9.3	6	WayForward	E10+	7.02							
Armored Core: Nine Breaker	PS2	2004	Simulation	505 Games	29000	30000	0	10000	5.7	25	8.1	5	From Software	T	6.1							
Terraria	PS4	2014	Action	505 Games	0	49000	10000	10000	8.3	4	7.9	47	Engine Software	T	7.931372549							
Worms 3D	GC	2003	Strategy	Sega	51000	10000	0	0	6.8	23	7.6	19	Team 17	T	7.161904762							
TRON: Evolution	PC	2010	Action	Disney Interactive Studios	59000	0	0	0	5.7	11	6	25	Propaganda Games	T	5.908333333							
The Guided Fate Paradox	PS3	2013	Role-Playing	Nippon Ichi Software	0	0	60000	0	7.5	27	7.6	66	Nippon Ichi Software	T	7.570967742							
WipEout HD Fury	PS3	2009	Racing	Sony Computer Entertainment	0	50000	0	10000	9	15	8.5	115	Studio Liverpool	E10+	8.557692308							
Flower, Sun, and Rain	DS	2008	Adventure	Rising Star Games	60000	0	0	0	5.4	37	7.1	15	h.a.n.d. Inc.	T	5.890384615							
Gunstar Super Heroes	GBA	2005	Shooter	Sega	51000	20000	0	0	8.2	31	8.4	13	Treasure	E10+	8.259090909							
Cities XL 2012	PC	2011	Strategy	Focus Home Interactive	10000	50000	0	10000	6.1	18	5.7	95	Monte Cristo Multimedia	E	5.763716814							
Worms Forts: Under Siege	XB	2004	Strategy	Sega	50000	10000	0	0	6.6	15	8.2	6	Team 17	T	7.057142857							
Full Spectrum Warrior: Ten Hammers	PS2	2006	Strategy	THQ	30000	20000	0	10000	7.1	26	8	5	Pandemic Studios	M	7.24516129							
Natural Doctrine	PSV	2014	Role-Playing	Nippon Ichi Software	20000	10000	30000	10000	6	7	7.5	29	Kadokawa	M	7.208333333							
Prince of Persia: The Fallen King	DS	2008	Action	Ubisoft	61000	0	0	0	6.3	24	5.9	9	Ubisoft	E	6.190909091							
NHL Hitz Pro	XB	2003	Sports	Midway Games	50000	10000	0	0	8.2	23	8.9	12	Next Level Games	E	8.44							
Risen 3: Titan Lords	X360	2014	Role-Playing	Deep Silver	20000	40000	0	0	4.3	8	4.4	69	Piranha Bytes	M	4.38961039							
Wings of War	XB	2004	Simulation	Take-Two Interactive	50000	10000	0	0	6.1	29	5	5	Silver Wish Games	T	5.938235294							
187: Ride or Die	XB	2005	Racing	Ubisoft	51000	10000	0	0	5.1	40	6.9	8	Ubisoft Paris	M	5.4							
World Poker Tour	XB	2005	Misc	Take-Two Interactive	51000	10000	0	0	6.4	17	7.8	4	2K Sports	T	6.666666667							
Age of Empires III: The Asian Dynasties	PC	2007	Strategy	Microsoft Game Studios	0	49000	0	10000	8	19	8.6	71	Big Huge Games	T	8.473333333							
IL-2 Sturmovik: Birds of Prey	DS	2009	Simulation	505 Games	61000	0	0	0	4.1	4	2.4	5	DiP Interactive	E10+	3.155555556							
NanoBreaker	PS2	2005	Action	Konami Digital Entertainment	30000	20000	0	10000	5	38	6.6	11	KCET	M	5.359183673							
Bionicle	XB	2003	Action	Electronic Arts	50000	10000	0	0	4.9	5	1.5	4	Argonaut Games	E	3.388888889							
GRID 2	PC	2013	Racing	Codemasters	0	61000	0	10000	8	17	5.7	571	Codemasters	E	5.766496599							
Criminal Girls: Invite Only	PSV	2013	Role-Playing	Nippon Ichi Software	10000	10000	41000	10000	5.6	31	6.7	37	Image Epoch, Imageepoch	M	6.198529412							
Miami Vice: The Game	PSP	2006	Shooter	Activision	59000	0	0	0	6.4	36	7	12	Rebellion	M	6.55							
Samurai Warriors Chronicles 3	PSV	2014	Action	Tecmo Koei	0	0	59000	0	7.1	9	8	14	Omega Force	T	7.647826087							
BMX XXX	GC	2002	Sports	Acclaim Entertainment	49000	10000	0	0	6	15	5	7	Z-Axis, Ltd.	M	5.681818182							
One Piece: Unlimited World Red	WeiiU	2014	Action	Namco Bandai Games	0	40000	20000	0	6.6	11	7.9	43	Ganbarion	T	7.635185185							
Aggressive Inline	XB	2002	Sports	Acclaim Entertainment	50000	10000	0	0	8.6	20	7.7	7	Z-Axis, Ltd.	T	8.366666667							
XGRA: Extreme G Racing Association	PS2	2003	Racing	Acclaim Entertainment	30000	20000	0	10000	6.7	23	8.8	8	Acclaim Studios Cheltenham	T	7.241935484							
Marrison vs. Donkey Kong: Tipping Stars	3DS	2015	Puzzle	Ninti	0	0	61000	0	7.1	15	7.6	48	Ninti, Ninti Software Technology	E	7.480952381							
Tournament of Legends	Weii	2010	Fighting	Sega	40000	20000	0	10000	4.5	38	6.8	11	High Voltage Software	T	5.016326531							
Escape from Bug Island	Weii	2006	Action	Eidos Interactive	39000	10000	10000	0	3.7	13	4.9	25	Spike	M	4.489473684							
Gradius Collection	PSP	2006	Shooter	Konami Digital Entertainment	40000	0	20000	0	7.5	44	8.3	4	M2	E	7.566666667							
Fist of the North Star: Ken's Rage 2	X360	2012	Fighting	Tecmo Koei	30000	10000	20000	0	5.4	18	7.2	20	Koei	M	6.347368421							
Gallop Racer 2004	PS2	2004	Sports	Zoo Digital Publishing	30000	20000	0	10000	7	15	8.7	12	Tecmo	E	7.755555556							
Mobile Suit Gundam Seed: Never Ending Tomorrow	PS2	2004	Shooter	Namco Bandai Games	30000	20000	0	10000	4.5	16	7.8	10	Bec	T	5.769230769							
F1 2001	XB	2001	Racing	Electronic Arts	51000	10000	0	0	8.3	11	5.5	8	EA Sports	E	7.121052632							
Crimson Gem Saga	PSP	2008	Role-Playing	Sega	61000	0	0	0	7.9	20	7.6	30	IronNos Co.,Ltd.	T	7.72							
Monster Tale	DS	2011	Platform	Majesco Entertainment	61000	0	0	0	7.9	15	7.8	15	DreamRift	E	7.85							
Cel Damage	GC	2002	Racing	Electronic Arts	51000	10000	0	0	6.6	12	6.9	11	Pseudo Interactive	T	6.743478261							
Mirror's Edge Catalyst	PC	2016	Platform	Electronic Arts	10000	50000	0	0	7.3	24	4.4	606	EA DICE	T	4.51047619							
Arc the Lad: End of Darkness	PS2	2004	Role-Playing	Sony Computer Entertainment	30000	20000	0	10000	5.9	24	4.1	10	Cattle Call	T	5.370588235							
Tom Clancy's Splinter Cell: Pandora Tomorrow	GBA	2004	Action	Ubisoft	49000	20000	0	0	6.8	19	6.1	6	Ubisoft	T	6.632							
Tokobot	PSP	2005	Platform	Take-Two Interactive	60000	0	0	0	7.1	30	7.4	8	Tecmo	E	7.163157895							
Assetto Corsa	PS4	2016	Racing	505 Games	0	50000	0	10000	7.4	35	6.3	70	Kunos Simulazioni	E	6.666666667							
NHL 2K9	Weii	2008	Sports	Take-Two Interactive	59000	0	0	0	6.4	11	5.5	19	Visual Concepts	E10+	5.83							
Warhammer 40,000: Squad Command	DS	2007	Strategy	THQ	51000	10000	0	10000	5.7	21	7.8	16	THQ	T	6.608108108							
One Piece: Burning Blood	XOne	2016	Fighting	Namco Bandai Games	30000	20000	0	10000	6.1	10	5.8	12	Spike Chunsoft	T	5.936363636							
TrackMania Turbo	XOne	2016	Action	Ubisoft	20000	41000	0	0	7.6	12	7.9	27	Nadeo	E	7.807692308							
Bionicle Heroes	DS	2006	Shooter	Eidos Interactive	59000	0	0	0	7.3	11	6.4	15	Amaze Entertainment	T	6.780769231							
Mystic Heroes	PS2	2002	Action	Tecmo Koei	30000	20000	0	10000	6.7	7	8.6	14	Koei	T	7.966666667							
Jurassic Park III: Park Builder	GBA	2001	Simulation	Konami Digital Entertainment	39000	20000	0	0	6.6	5	7.9	5	Konami	E	7.25							
Showtime Championship Boxing	Weii	2007	Fighting	Zoo Digital Publishing	59000	0	0	0	3.6	7	4.7	10	Nikitova Games	E10+	4.247058824							
Nights of Azure	PS4	2015	Action	Tecmo Koei	30000	20000	0	10000	6.7	40	7.6	71	Gust	T	7.275675676							
Age of Empires Online	PC	2011	Strategy	Microsoft Game Studios	10000	39000	0	10000	7.1	44	5.5	186	Gas Powered Games	E10+	5.806086957							
Earth Defense Force 2017 Portable	PSV	2012	Action	D3Publisher	0	0	60000	0	6.8	36	7.9	31	Sandlot	T	7.308955224							
Atelier Iris 2: The Azoth Of Destiny	PS2	2005	Role-Playing	Tecmo Koei	30000	20000	0	10000	6.8	34	7.7	14	Gust	E10+	7.0625							
The LEGO Movie Videogame	PC	2014	Action	Warner Bros. Interactive Entertainment	20000	40000	0	0	6.7	7	6.9	33	TT Games	E10+	6.865							
DuckTales: Remastered	WeiiU	2013	Action	Capcom	59000	0	0	10000	7.7	10	7.8	100	WayForward	E	7.790909091							
Grand Kingdom	PSV	2015	Role-Playing	Nippon Ichi Software	10000	10000	40000	10000	7.7	11	8.9	33	Spike Chunsoft	T	8.6							
LEGO Batman: The Videogame	PC	2008	Action	Warner Bros. Interactive Entertainment	20000	30000	0	10000	7.9	15	7.8	61	Traveller's Tales	E10+	7.819736842							
Alone in the Dark	PS2	2008	Adventure	Atari	30000	20000	0	10000	4.6	10	5.5	24	Hydravision	M	5.235294118							
Cold Fear	XB	2005	Action	Ubisoft	51000	10000	0	0	7.1	41	7.7	20	Darkworks	M	7.296721311							
The Technomancer	PS4	2016	Role-Playing	Focus Home Interactive	20000	41000	0	10000	6	38	6.7	116	Spiders	M	6.527272727							
Theme Park	DS	2007	Simulation	Electronic Arts	0	20000	30000	0	7.3	15	7.5	14	EA Japan Studio	E	7.396551724							
Call of Cthulhu: Dark Corners of the Earth	XB	2005	Adventure	Take-Two Interactive	50000	10000	0	0	7.6	51	8	37	Headfirst Productions	M	7.768181818							
Blur	PC	2010	Racing	Activision	10000	40000	0	10000	8	24	7.3	177	Bizarre Creations	E10+	7.38358209							
The Next BIG Thing	PC	2011	Adventure	Focus Home Interactive	0	51000	0	10000	7.4	30	7.9	35	Pendulo Studios	E10+	7.669230769							
Alien Syndrome	Weii	2007	Role-Playing	Sega	50000	0	0	0	4.8	24	7	23	Totally Games	T	5.876595745							
Vexx	GC	2003	Platform	Acclaim Entertainment	51000	10000	0	0	7.1	22	7.2	6	Acclaim	T	7.121428571							
Unreal Tournament III	PC	2007	Shooter	Midway Games	0	51000	0	10000	8.2	41	7.9	523	Epic Games	M	7.921808511							
Disney Sports Skateboarding	GC	2002	Sports	Konami Digital Entertainment	50000	10000	0	0	3.6	7	4.7	6	KCEO	E	4.107692308							
Terminator 3: The Redemption	XB	2004	Shooter	Atari	50000	10000	0	0	6.6	38	8.6	5	Paradigm Entertainment	T	6.83255814							
Arkanoid DS	DS	2007	Puzzle	Square Enix	60000	0	0	0	6.1	29	7	5	Taito Corporation	E	6.232352941							
Call of War 2	PC	2005	Shooter	Activision	0	50000	0	10000	8.7	64	8.3	626	Infinity Ward	T	8.337101449							
Serious Sam II	XB	2005	Shooter	Take-Two Interactive	50000	10000	0	0	7.3	34	6.6	11	Croteam	M	7.128888889							
Dead Rising 2: Off the Record	PC	2011	Action	Capcom	40000	20000	0	10000	6.7	10	5.4	54	Capcom Vancouver	M	5.603125							
Flipnic: Ultimate Pinball	PS2	2003	Misc	Ubisoft	30000	20000	0	10000	6.4	28	8.1	12	SCEI	E	6.91							
The Witcher	PC	2007	Role-Playing	Atari	0	49000	0	10000	8	50	8.9	1116	CD Projekt Red Studio	M	8.861406518							
Coded Arms: Contagion	PSP	2007	Shooter	Konami Digital Entertainment	50000	0	0	10000	5.6	20	6.6	28	Creat Studios	T	6.183333333							
S.T.A.L.K.E.R.: Call of Pripyat	PC	2009	Shooter	Namco Bandai Games	0	51000	0	10000	8	44	8.6	602	GSC Game World	M	8.559133127							
Create	PC	2010	Action	Electronic Arts	41000	10000	0	10000	5.4	7	6.8	9	EA Bright Light	E	6.1875							
Commandos: Strike Force	PS2	2006	Shooter	Eidos Interactive	30000	20000	0	10000	5.7	26	8.5	11	Pyro Studios	T	6.532432432							
Mobile Suit Gundam: Gundam vs. Zeta Gundam	PS2	2004	Shooter	Namco Bandai Games	30000	20000	0	10000	5.6	16	8.5	11	Capcom	T	6.781481481							
Devil's Third	WeiiU	2015	Action	Ninti	41000	20000	0	10000	4.3	54	6.6	283	Valhalla Game Studios	M	6.231454006							
Star Trek: Tactical Assault	DS	2006	Strategy	Ubisoft	51000	10000	0	0	6.4	15	7	10	Quicksilver Software	E	6.64							
Oddworld: Munch's Oddysee	GBA	2003	Platform	THQ	41000	20000	0	0	4.4	15	2.5	4	Art	E	4							
Resident Evil - Code: Veronica X	GC	2003	Action	Capcom	50000	10000	0	0	6.3	16	8.3	32	Nex Entertainment	M	7.633333333							
Trapt	PS2	2005	Action	Tecmo Koei	30000	20000	0	10000	5.9	36	7.8	14	Paon Corporation	M	6.432							
Worms 3D	XB	2003	Strategy	Sega	40000	10000	0	0	6.9	20	8.3	10	Team 17	T	7.366666667							
PoPoLoCrois	PSP	2005	Role-Playing	Ignition Entertainment	51000	0	0	0	6.6	41	7.4	17	G-Artists	E	6.834482759							
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	DS	2005	Action	Konami Digital Entertainment	50000	0	0	0	5.8	10	7	5	Konami	E	6.2							
Jumper: Griffin's Story	X360	2008	Action	Eidos Interactive	49000	0	0	0	2.9	16	3.3	30	Red Tribe	T	3.160869565							
Tron 2.0: Killer App	XB	2004	Action	Disney Interactive Studios	39000	10000	0	0	6.9	36	4.4	4	Climax Group	T	6.65							
The Fast and the Furious	PS2	2006	Racing	Namco Bandai Games	29000	20000	0	10000	5.8	22	6.6	24	Eutechnyx	T	6.217391304							
